Lake_ID,Lake.Name,STN,Site.ID,Latitude,Longitude,Year,meanTP_yearly,Secchi.depth_avg
319,BAY LAKE,258,2,45.5025,-79.19777778,2009,12.65,4.3
320,BAY LAKE,258,2,45.5025,-79.19777778,2010,6,4.8
321,BAY LAKE,258,2,45.5025,-79.19777778,2011,6.2,4.6
322,BAY LAKE,258,2,45.5025,-79.19777778,2012,5.8,4.7
323,BAY LAKE,258,2,45.5025,-79.19777778,2013,5.4,4.5
324,BAY LAKE,258,2,45.5025,-79.19777778,2014,4.9,3.3
325,BAY LAKE,258,2,45.5025,-79.19777778,2015,6.5,3.9
326,BAY LAKE,258,2,45.5025,-79.19777778,2016,5.2,4.7
327,BAY LAKE,258,3,45.50083333,-79.20722222,2005,4.75,4.3
328,BAY LAKE,258,3,45.50083333,-79.20722222,2006,5.75,4.4
329,BAY LAKE,258,3,45.50083333,-79.20722222,2007,4.55,5
330,BAY LAKE,258,3,45.50083333,-79.20722222,2009,8.25,4.3
331,BAY LAKE,258,3,45.50083333,-79.20722222,2010,5.9,4.8
332,BAY LAKE,258,3,45.50083333,-79.20722222,2011,12.6,4.5
333,BAY LAKE,258,3,45.50083333,-79.20722222,2012,5.2,4.7
334,BAY LAKE,258,3,45.50083333,-79.20722222,2013,5.5,4.4
335,BAY LAKE,258,3,45.50083333,-79.20722222,2014,5.5,3.3
336,BAY LAKE,258,3,45.50083333,-79.20722222,2015,6.1,3.8
337,BAY LAKE,258,3,45.50083333,-79.20722222,2016,5.3,4.7
338,BAY OF QUINTE,6937,1,44.16916667,-77.25833333,2005,17.4,4
339,BEAR LAKE,267,1,45.34083333,-78.70777778,2015,8.4,3.5
